IO_DRG;IO_BereichNr;IO_KArt1;IO_KArt2;IO_KArt3;IO_KArt4a;IO_KArt4b;IO_KArt5;IO_KArt6a;IO_KArt6b;IO_KArt7;IO_KArt8;IO_Summe
C03A;1;0;264,89;0,05;23,19;0;0;18,81;0;74,08;269,54;650,56
C03A;4;0;0;244,23;4,77;28,39;85,48;66,35;487,53;97,1;139,73;1153,58
C03A;5;192,92;0;118,87;6,79;0;0;32,74;0;16,55;32;399,87
C03A;7;0,29;0;0,06;0;0;0;0,01;0;0,03;0,07;0,46
C03A;9;0,08;0;0,09;0;0;0;0;0;0,03;0,05;0,25
C03A;10;0,05;0;2,16;0,52;0;0;1,87;0;0,19;1,21;6
C03A;11;0,5;0;0,41;0;0;0;0,06;0;0,04;0,26;1,27
C03B;1;1,45;300,07;1,35;20,83;0;0;25,35;0;81,97;264,28;695,3
C03B;4;0;0;209,37;17,65;25,35;97,95;87,98;287,14;82,91;127,1;935,45
C03B;5;155,8;0;87,23;8,28;0;0;25,82;0;19,34;35,25;331,72
C03B;7;0,05;0;0,01;0;0;0;0;0;0,01;0,01;0,08
C03B;9;0,68;0;0,75;0,01;0;0;0;0;0,21;0,45;2,1
C03B;10;0,14;0;2,1;0,17;0;0;1,23;0,1;0,27;0,87;4,88
C03B;11;1,67;0;2,53;0,03;0;0;0,19;0,13;0,19;1,36;6,1
C03C;1;0,27;250,34;0,16;19,39;0;0;14,87;0,52;65,85;242,31;593,71
C03C;2;0,28;0,47;0;0,05;0;0;0,07;0;0,11;0,27;1,25
C03C;4;0;0;186,92;9,51;47,52;0,73;66,42;401,79;80,02;111,78;904,69
C03C;5;138,35;0;77,49;5,22;0;0;23,92;0;12,93;26,42;284,33
C03C;7;0,07;0;0,01;0;0;0;0;0;0,01;0,02;0,11
C03C;9;0,3;0;0,34;0;0;0;0,01;0,02;0,1;0,21;0,98
C03C;10;0,06;0;2,32;0,14;0;0;1,48;0,01;0,32;0,83;5,16
C03C;11;2,21;0,98;1,68;0,02;0;0;0,17;0,23;0,2;1,33;6,82
C03D;1;1,42;272,64;1,48;18,28;0;0;24,36;0;78,49;237,96;634,63
C03D;2;0,78;1,29;0;0,14;0;0;0,2;0;0,3;0,75;3,46
C03D;4;0;0;118,06;15,1;17,93;6,55;52,12;253,13;51,79;75,36;590,04
C03D;5;95,38;0;51,64;5,08;0;0;15,14;0;13,49;23,13;203,86
C03D;7;0,08;0;0,02;0;0;0;0;0;0,01;0,02;0,13
C03D;9;0,54;0;0,59;0,01;0;0;0;0,3;0,17;0,36;1,97
C03D;10;0,1;0;2,04;0,15;0;0;1,17;1,08;0,28;0,85;5,67
C03D;11;1,49;0;1,43;0,01;0;0;0,16;0,29;0,14;0,93;4,45
C04B;1;0,86;435,75;0,65;28,4;0,07;0;27,58;0;106,63;363,13;963,07
C04B;4;0;0;196,15;18,44;3,26;1875,73;80,63;193,34;85,59;118,33;2571,47
C04B;5;133,16;0;67,94;6,63;0;0;22,06;0;17,44;32,39;279,62
C04B;9;0,52;0;0,57;0;0;0;0;0;0,16;0,35;1,6
C04B;10;1,26;0;6,71;0,01;0;0;3,3;0,23;0,85;2,38;14,74
C04B;11;4,18;4,1;7,07;0;0;0;0,79;1,79;0,34;2,84;21,11
C06Z;1;0,5;364,49;0,21;22,05;0,2;0;23,37;0;91,18;301,86;803,86
C06Z;4;0;0;143,87;16,54;14,33;50,58;75,73;50,77;67,08;95,87;514,77
C06Z;5;98,26;0;42,92;3,8;0;0;15,43;0;14,9;25,76;201,07
C06Z;9;0,38;0;0,42;0;0;0;0;0;0,12;0,26;1,18
C06Z;10;0,1;0;2,68;0,01;0;0;1,41;0,06;0,42;0,9;5,58
C06Z;11;1,51;0;1,34;0;0;0;0,14;0;0,11;0,95;4,05
C07A;1;0,08;233,18;0,06;19,47;0;0;12,78;0;63,83;222,69;552,09
C07A;4;0;0;83,79;3,1;7,62;123,21;35,29;92,88;43,2;68,54;457,63
C07A;5;119,8;0;74,78;4,11;0;0;20,07;0;12,46;19,88;251,1
C07A;10;0,04;0;0,8;0,09;0;0;0,77;0,03;0,07;0,15;1,95
C07A;11;0,36;0;1,27;0;0;0;0,05;0;0,03;0,31;2,02
C07B;1;0;228,88;1,35;17,64;3,95;0;14,61;0;68,08;213,61;548,12
C07B;4;0;0;44,27;4,47;3,84;0;26,56;19,8;22,08;34,29;155,31
C07B;5;57,75;0;35,84;2,28;0;0;9,42;0;7,41;10,93;123,63
C07B;9;0,02;0;0,02;0;0;0;0;0;0,01;0,01;0,06
C07B;10;0,12;0;1,09;0,08;0;0;0,92;0;0,11;0,37;2,69
C07B;11;0,36;0,01;0,5;0,01;0;0;0,05;0;0,06;0,29;1,28
C08B;1;2,07;248,3;1,7;17,09;0,01;0;30;0;63,29;221,55;584,01
C08B;2;0,05;0,11;0;0,01;0;0;0,01;0;0,04;0,05;0,27
C08B;4;0;0;63,15;13,68;6,32;107,16;27,23;56,13;34,5;45,74;353,91
C08B;5;61,93;0;43,11;3,9;0;0;10,72;0;7,22;13,78;140,66
C08B;7;0,06;0;0,01;0;0;0;0;0;0,01;0,01;0,09
C08B;9;0,53;0;0,58;0,01;0;0;0,08;0;0,22;0,33;1,75
C08B;10;0,09;0;1,05;0,07;0;0;0,56;0,2;0,13;0,39;2,49
C08B;11;0,81;0;0,91;0,01;0;0;0,09;0,55;0,13;0,51;3,01
C15Z;1;0,1;218,38;3,67;18,43;0;0;25,68;0,05;63,26;207,44;537,01
C15Z;4;0;0;123,39;21,12;9,51;38,69;97,56;255,08;55,65;84,12;685,12
C15Z;5;86,45;0;55,02;6,82;0;0;14,76;0;11,77;18,71;193,53
C15Z;9;0,29;0;0,07;0;0;0;0;0;0,08;0,09;0,53
C15Z;10;0,16;0;1,42;0,2;0;0;0,85;0,23;0,18;0,92;3,96
C15Z;11;0,76;0,01;1,24;0,01;0;1,68;0,1;0;0,11;0,61;4,52
C20B;1;0,41;258,1;0,42;17,85;0,03;0;31,41;0;81,94;232,28;622,44
C20B;4;0;0;85,35;8,27;7,13;40,56;41,55;97,41;39,7;60,9;380,87
C20B;5;90,25;0;54,73;3,55;0;0;13,03;0;12,12;19,18;192,86
C20B;7;0,17;0;0,03;0;0;0;0,01;0;0,02;0,04;0,27
C20B;9;0,03;0;0,04;0;0;0;0,01;0;0,02;0,03;0,13
C20B;10;1,45;0;3,02;0,13;0;0;1,43;1,18;0,23;1,63;9,07
C20B;11;0,53;0;0,54;0;0;0;0,06;0,03;0,08;0,34;1,58
D06B;1;0,95;296,68;6,5;17,89;1,21;0;29,17;0,01;76,97;266,36;695,74
D06B;2;2,11;6,25;0,2;0,58;0;0;1,32;0;0,85;2,06;13,37
D06B;4;0;0;180,25;8,03;4,3;28,62;95,55;14,9;82,77;116,34;530,76
D06B;5;129,79;0;87,81;6,89;0,33;0;23,32;1,32;12,04;33,92;295,42
D06B;7;0,06;0;0,01;0;0;0;0;0;0,01;0,01;0,09
D06B;8;0,39;0;0,56;0;0;0;0,08;0;0,09;0,14;1,26
D06B;9;0,52;0;0,51;0,01;0;0;0,17;0;0,19;0,36;1,76
D06B;10;1,28;0;5;0,25;0;0;2,83;1,26;0,56;2,65;13,83
D06B;11;2,28;0;5,12;1,62;0;0;0,67;0;1,4;2,92;14,01
D06C;1;0,39;272,17;1,61;15,68;0,64;0;17,57;0,39;68,17;235,78;612,4
D06C;2;0,7;1,33;0;0,16;0;0;0,2;0;0,24;0,62;3,25
D06C;4;0,03;0;182,12;7,23;1,49;0,68;84,88;19,95;80,71;117,94;495,03
D06C;5;133,98;0;85,29;7,4;0,68;0;22,15;8,06;13,41;34,47;305,44
D06C;7;0,12;0;0,02;0;0;0;0;0;0,01;0,03;0,18
D06C;8;0;0;0,01;0;0;0;0;0;0;0;0,01
D06C;9;0,16;0;0,25;0;0;0;0,04;0,08;0,07;0,14;0,74
D06C;10;3,36;0;6,57;0,12;0;0;3,03;1,57;0,54;3,55;18,74
D06C;11;2,36;0,66;5,13;0,76;0;0;1,31;0;2,04;3,06;15,32
D12B;1;0,63;331,55;2,72;19,8;0,38;0;19,14;0,06;72,68;289,16;736,12
D12B;2;1,32;3,1;0;0,32;0;0;0,36;0,16;0,69;1,12;7,07
D12B;4;0;0;129,91;4,26;0,31;0,02;65,29;10,22;65,78;78,58;354,37
D12B;5;121,11;0;86,58;6,74;0,11;0;18,47;1,13;15,23;31,06;280,43
D12B;7;0,05;0;0,06;0;0;0;0,03;0;0,01;0,03;0,18
D12B;8;0,33;0;0,65;0,01;0;0;0,34;0;0,06;0,14;1,53
D12B;9;0,27;0;0,39;0;0;0;0,07;0,53;0,13;0,23;1,62
D12B;10;3,02;0;6,56;0,13;0;0;3,26;4,94;0,52;3,51;21,94
D12B;11;5,76;0,27;6,04;0,29;0;0;0,48;0;1,09;3,74;17,67
D22B;1;0,71;336,8;6,56;16,96;1,01;0;32,68;0;69,17;285,52;749,41
D22B;4;0;0;114,34;9,68;0,03;0;40,56;33,83;38,26;103,76;340,46
D22B;5;99,11;0;69,43;5,16;0;0;15,14;1,56;10,36;28,76;229,52
D22B;8;0,37;0;0,53;0;0;0;0,08;0;0,08;0,13;1,19
D22B;9;0,61;0;0,89;0;0;0;0,13;0;0,31;0,55;2,49
D22B;10;1,07;0;5,01;0,02;0;0;2,91;2,67;0,63;2,26;14,57
D22B;11;9;0,22;14,99;1,34;0;0;1,36;0;2,21;9,6;38,72
D28Z;1;1,16;333,64;14,96;18,94;0;0;32,82;8,44;138,27;319,13;867,36
D28Z;2;28,3;39,82;0,17;5,69;0;0;7,61;0;13,94;19,23;114,76
D28Z;4;0;0;299;16,11;0,43;130,36;168,94;12,55;108,02;253,78;989,19
D28Z;5;196,95;0;187,69;11,46;0;0;32,06;0;30,9;58,76;517,82
D28Z;7;0,07;0;0,01;0;0;0;0;0;0,01;0,02;0,11
D28Z;9;3,44;0;3,69;0,04;0;0;0,69;1,28;1,01;2,52;12,67
D28Z;10;0,52;0;4,52;0,25;0;0;2,9;4,3;0,47;2,39;15,35
D28Z;11;1,19;0;1,58;0,63;0;0;0,25;6,96;0,35;1,35;12,31
D30A;1;0,95;272,91;1,69;17,8;0,21;0;20,95;0,03;73,78;237,78;626,1
D30A;2;0,05;0,1;0;0,01;0;0;0,02;0;0,03;0,1;0,31
D30A;4;0;0;178,23;7,46;0,41;24,43;97,64;11,61;87,01;113,95;520,74
D30A;5;137,21;0;88,27;7,53;0;0;23,96;0,98;13,5;36,22;307,67
D30A;7;0,04;0;0,01;0;0;0;0;0;0;0,01;0,06
D30A;9;0,23;0;0,35;0;0;0;0,03;0,83;0,12;0,18;1,74
D30A;10;1,27;0;4,03;0,18;0;0;2,21;0,21;0,42;2,06;10,38
D30A;11;1,09;0,07;1,89;0,02;0;0;0,09;0;0,23;0,7;4,09
D30B;1;2,48;363,05;4,83;17,09;0,17;0;27,31;0,13;87,19;290,33;792,58
D30B;2;0,11;0,16;0;0,02;0;0;0,02;0;0,04;0,11;0,46
D30B;4;0,16;0;95,58;5,91;0,67;0,09;48,34;9,38;44,85;69,71;274,69
D30B;5;84,31;0;58,8;5,19;0,23;0;14,91;0,77;8,93;23,32;196,46
D30B;7;0,01;0;0;0;0;0;0;0;0;0;0,01
D30B;8;0,03;0;0,06;0;0;0;0,03;0;0,01;0,01;0,14
D30B;9;0,11;0;0,14;0;0;0;0,01;0,08;0,05;0,07;0,46
D30B;10;3,24;0;6,84;0,06;0;0;3,37;0,74;0,51;3,42;18,18
D30B;11;2,37;0,73;6,57;1,62;0;0;1,73;0,01;2,7;3,98;19,71
D37B;1;0,4;260,48;7,71;18,14;0,01;0;44,25;1;71,13;247,36;650,48
D37B;2;1,72;5,72;0;0,77;0;0;1,18;0;1,18;2,3;12,87
D37B;4;0,22;0;248,52;17,02;3,79;7,39;129,71;21,86;93,04;157,69;679,24
D37B;5;207,43;0;154,11;14,11;0,44;0;37,96;0,19;19,23;82,25;515,72
D37B;9;0,25;0;0,26;0;0;0;0,04;0;0,08;0,14;0,77
D37B;10;0,22;0;0,85;0,03;0;0;0,48;0,32;0,11;0,3;2,31
D37B;11;3,72;0;4,81;0,21;0;0;0,61;0;1,56;3,06;13,97
D38Z;1;0,63;283,92;1,91;15,95;0,11;0;18,19;0,43;70,67;254,2;646,01
D38Z;2;0,26;0,44;0;0,05;0;0;0,07;0;0,08;0,24;1,14
D38Z;4;0,02;0;139,79;5,84;1,96;1,67;66,53;16,96;65,78;87,11;385,66
D38Z;5;110,24;0;70,08;5,58;0,31;0;17,25;5;12,04;27,67;248,17
D38Z;7;0,02;0;0;0;0;0;0;0;0;0;0,02
D38Z;8;0,07;0;0,04;0;0;0;0,03;0;0,02;0,02;0,18
D38Z;9;0,14;0;0,31;0;0;0;0,04;0;0,09;0,15;0,73
D38Z;10;0,68;0;2,49;0,06;0;0;1,2;0,58;0,27;1,08;6,36
D38Z;11;1,62;0,15;1,97;0,11;0;0;0,31;0;0,64;1,43;6,23
D40Z;1;0;269,72;12,03;12,39;17,85;0;19,44;0,17;63,6;228,97;624,17
D40Z;2;1,81;3,47;0;0,5;0;0;0,81;0;0,69;3,65;10,93
D40Z;4;0;0;111,57;4,23;0;0;58,03;4,12;50,94;90,11;319
D40Z;5;97,55;0;62,2;4,92;0;0;11,94;0;7,17;21,03;204,81
D40Z;7;0,75;0;0,15;0;0;0;0,03;0;0,08;0,17;1,18
D40Z;8;2,97;0;4,27;0,03;0;0;0,65;0;0,65;1,07;9,64
D40Z;9;0,71;0;1,34;0,01;0;0;0,38;0;0,39;1;3,83
D40Z;10;0,6;0;9,91;0,66;3,03;0;6,75;3,07;1,18;5,68;30,88
D40Z;11;10,41;0,01;14,45;0,4;0;0;1,81;1,61;2,68;11,45;42,82
D61A;1;3,36;392,73;2,26;26,16;0;0;32,03;3,93;91,53;377,83;929,83
D61A;9;12,53;0;17,2;0,08;0,03;0;1,73;2,11;5,82;8,89;48,39
D61A;10;0,47;0;9,94;0,61;0;0;6,67;1,13;1;3,88;23,7
D61A;11;2,25;0;7,07;0,08;0;0;0,24;0,39;0,95;3,2;14,18
D61B;1;13,69;358,57;5,87;26,09;0;0;29,62;0,69;100,16;372,49;907,18
D61B;9;7,28;0;9,34;0,03;0;0;0,77;0;3,12;4,47;25,01
D61B;10;0,92;0;9,06;0,13;0;0;3,81;1,92;1,08;3,73;20,65
D61B;11;3,19;0,09;8,19;0,06;0;0;0,25;2;1,55;5,71;21,04
D62Z;1;2,62;279,43;3,12;16,93;0,72;0;23,69;1,28;61,47;243,37;632,63
D62Z;4;0;0;0,57;0,04;0;0;0,81;0,01;0,52;0,67;2,62
D62Z;7;0,04;0;0,01;0;0;0;0;0;0;0,01;0,06
D62Z;9;1,6;0;2,12;0,02;0;0;0,36;1,67;0,74;1,22;7,73
D62Z;10;0,67;0;12,12;0,46;0;0;7,12;1,78;1,3;5;28,45
D62Z;11;3,25;0,26;4,83;0,16;0;0;0,75;0,14;0,81;2,4;12,6
D66Z;1;2,78;337,75;4,3;19,98;0,23;0;30,72;1,97;79,49;325,54;802,76
D66Z;2;1,49;4;0,09;0,61;0;0;0,72;0;0,9;2,02;9,83
D66Z;4;0;0;8,95;0,25;0;0;6,48;1,12;5,24;5,52;27,56
D66Z;5;8,07;0;6,08;0,36;0;0;1,23;0;0,59;2,08;18,41
D66Z;9;6,32;0;8,1;0,07;0;0;1,27;2,51;2,76;4,24;25,27
D66Z;10;0,38;0;13,48;0,46;0;0;7,96;2,38;1,75;5,52;31,93
D66Z;11;1,97;0,23;2,15;0,08;0;0;0,28;4,11;0,57;1,59;10,98
G24B;1;0,55;259,28;20,25;7,24;0;0;26,12;0;45,63;292,95;652,02
G24B;4;0;0;108,53;7,86;0,98;72,38;46,41;37,69;27,61;158,43;459,89
G24B;5;155,12;0;94,45;3,75;0;0;20,24;4,17;25,57;50,16;353,46
G24B;7;0,06;0;0,01;0;0;0;0;0;0,01;0,01;0,09
G24B;9;0,61;0;0,59;0,01;0;0;0,15;0;0,26;0,29;1,91
G24B;10;0,16;0;1,81;0,07;0,48;0;2,31;0,32;0,21;1,13;6,49
G24B;11;0,69;0;2,04;0,03;0;0;0,2;0;0,16;1,41;4,53
G26Z;1;0,27;267,41;12,22;7,34;0,07;0;35,4;1,36;39,64;270,16;633,87
G26Z;4;0;0;59,22;2,37;0;0;32,78;59,76;19,49;56,32;229,94
G26Z;5;80,09;0;53,97;2,11;0;0;10,71;12,54;12,74;22,33;194,49
G26Z;7;0,08;0;0,02;0;0;0;0;0;0,01;0,02;0,13
G26Z;10;0,1;0;2,32;0,07;0;0;2,19;0,61;0,21;1,21;6,71
G26Z;11;0,79;0;4,26;0,05;0;0;0,41;0;0,28;1,5;7,29
I09D;1;1,41;611,9;0,21;21,19;0,18;0;28,59;0;155,3;510,08;1328,86
I09D;2;132,03;138,43;0;16,97;0;0;32,38;0;28,62;68,58;417,01
I09D;4;0;0;419,03;10,96;16,26;2731,81;277,6;114,76;220,64;225,45;4016,51
I09D;5;297,4;0;278,62;9,59;0;0;45,52;0;57,27;100,96;789,36
I09D;8;1,21;0;2,11;0,02;0;0;0,65;0;0,79;0,73;5,51
I09D;9;6,78;0;7,9;0,04;0;0;0,86;18,92;3,57;5,46;43,53
I09D;10;2,51;0;13,62;0,17;17,19;0;6,96;21,15;1,35;4,82;67,77
I09D;11;8,66;0;56,52;0,03;0;0;3,91;43,44;3,61;9,32;125,49
I10D;1;5,27;387,32;0,03;17,28;0,37;0;22,77;0;118,67;342,98;894,69
I10D;4;0;0;255,72;9,33;7,74;28,45;160,83;45,51;133,06;157,56;798,2
I10D;5;213,16;0;174,45;9,01;0;0;40,14;0;33,58;63,77;534,11
I10D;8;0,44;0;0,16;0;0;0;0,03;0;0,21;0,13;0,97
I10D;9;3,38;0;9,48;0,03;0;0;0,61;4,15;1,21;5,77;24,63
I10D;10;0,47;0;6,64;0,1;0;0;2,99;7,52;0,99;2,33;21,04
I10D;11;6,86;0,38;29,89;0,05;0;0;0,65;11,44;2,38;6,87;58,52
I10E;1;0,93;351,79;0,12;14,5;0,27;0;20,02;0;97,08;290,86;775,57
I10E;2;1,89;2,03;0;0,24;0;0;0,47;0;0,44;1,04;6,11
I10E;4;0;0;167,6;4,98;2,08;17,41;98,81;65,24;86,41;86;528,53
I10E;5;146,82;0;125,73;5,83;0;0;24,87;0;23,66;43,06;369,97
I10E;8;0,16;0;0,37;0;0;0;0,12;0;0,11;0,12;0,88
I10E;9;2,19;0;2,77;0,02;0;0;0,29;9,03;0,73;1,78;16,81
I10E;10;0,56;0;5,54;0,06;0;0;2,6;11,58;0,64;2,17;23,15
I10E;11;6,81;0,1;32,73;0,06;0;0;0,88;13,12;2,36;7,95;64,01
I16Z;1;0,02;225,84;0,58;16,51;0;0;37,68;0;83,1;184,34;548,07
I16Z;4;0;0;124,96;2,54;4,36;1,8;59,31;122,77;66,7;65,05;447,49
I16Z;5;138,59;0;78,46;6,62;0,02;0;18,78;0;14,64;35,57;292,68
I16Z;7;0,03;0;0,08;0,01;0;0;0,05;0;0,02;0,04;0,23
I16Z;8;8,25;0;8,73;0,59;0;0;3,2;0;4,99;7,88;33,64
I16Z;9;0,32;0;0,69;0;0;0;0,16;0;0,25;0,35;1,77
I16Z;10;1,01;0;4,57;0,02;0;0;2,7;0,56;0,6;1,99;11,45
I16Z;11;17,37;0,05;38,39;0,65;0;0;3,66;10,88;5,03;22,39;98,42
I18B;1;0;258,38;0,61;14,97;0;0;25,85;0;78,98;217,71;596,5
I18B;4;0;0;103,24;2,26;3,95;0,13;50,47;110,87;51,35;62,84;385,11
I18B;5;105,06;0;64,09;4,82;0;0;14,66;3,85;13,09;28,15;233,72
I18B;8;4,18;0;4,42;0,3;0;0;1,62;0;2,53;4;17,05
I18B;9;0,23;0;0,39;0;0;0;0,04;0;0,14;0,25;1,05
I18B;10;0,62;0;3,71;0,03;0;0;1,96;0,18;0,52;1,47;8,49
I18B;11;9,2;0,24;19,65;0,34;0;0;1,89;5,34;2,67;11,21;50,54
I20C;1;0,47;344,17;0,12;17,71;0,17;0;23,72;0;86,12;309,06;781,54
I20C;4;0;0;214,04;7,91;1,52;241,92;133,1;90,46;134,5;216,4;1039,85
I20C;5;171,92;0;146,41;6,49;0;0;25,89;1,75;24,61;65,01;442,08
I20C;8;0,1;0;0,11;0,01;0;0;0,04;0;0,06;0,1;0,42
I20C;9;0,49;0;2,23;0;0;0;0,79;0;0,46;0,81;4,78
I20C;10;0,65;0;2,77;0,03;0;0;1,4;1,6;0,25;1;7,7
I20C;11;5,89;0;29,93;0,1;0;0;2,03;12,13;1,64;7,57;59,29
I20D;1;0,59;281,34;0,58;15,6;0;0;14,02;0;79,49;283,85;675,47
I20D;4;0;0;188,89;8,64;1,21;137,75;136,18;55;107,12;204,13;838,92
I20D;5;111,86;0;135,76;6,51;0,17;0;23,97;2,93;23,41;61,54;366,15
I20D;8;0,33;0;0,35;0,02;0;0;0,13;0;0,2;0,32;1,35
I20D;9;0,59;0;3,6;0,01;0;0;0,9;1,81;0,56;1,43;8,9
I20D;10;0,39;0;2,11;0,02;0;0;1,08;1,81;0,27;0,8;6,48
I20D;11;4,6;0,25;21,06;0,16;0;0;1,23;26,73;1,33;8,56;63,92
I20F;1;0,27;307,41;0,17;15,47;0;0;15,4;0;94,73;303,86;737,31
I20F;4;0;0;173,48;6,1;0,13;166,83;134,56;109,59;97,67;151,64;840
I20F;5;57,83;0;121,92;5,43;0,07;0;19,18;0,11;25,85;56,37;286,76
I20F;8;0,22;0;0,23;0,02;0;0;0,08;0;0,13;0,21;0,89
I20F;9;0,83;0;2,71;0,01;0;0;0,24;0,75;0,45;1,58;6,57
I20F;10;0,13;0;0,93;0;0;0;0,63;0,98;0,14;0,42;3,23
I20F;11;2,56;0;7,17;0,09;0;0;0,46;44,79;0,59;4,12;59,78
I20G;1;0,3;278,61;0,27;14,88;0;0;11,69;0;90,05;277,12;672,92
I20G;2;0,46;0,87;0,04;0,14;0;0;0,12;0;0,2;0,55;2,38
I20G;4;0;0;135,71;4,46;0,56;59,78;106,11;41,94;77,61;101,21;527,38
I20G;5;47,48;0;96,71;4,45;0,02;0;15,53;0,04;22,41;48,23;234,87
I20G;8;0,24;0;0,26;0,02;0;0;0,09;0;0,15;0,23;0,99
I20G;9;0,8;0;2,14;0,01;0;0;0,25;0,4;0,41;1,32;5,33
I20G;10;0,34;0;1,57;0,01;0;0;0,87;0,85;0,2;0,64;4,48
I20G;11;4,91;0;9,89;0,36;0;0;1,03;38,78;1,26;5,39;61,62
I24Z;1;1,17;217,25;0,77;12,57;0,48;0;21,22;0;59,43;211,57;524,46
I24Z;4;0;0;106,62;4,37;0,94;0,23;53,14;75,34;42,37;67,64;350,65
I24Z;5;78,78;0;65,92;4,49;0,04;0;13,53;9,77;9,78;30,26;212,57
I24Z;8;2,37;0;2,51;0,17;0;0;0,92;0;1,43;2,26;9,66
I24Z;9;0,39;0;1,75;0;0;0;0,39;0,21;0,3;0,49;3,53
I24Z;10;0,39;0;2,73;0,03;0;0;1,47;3,5;0,36;1,01;9,49
I24Z;11;6,45;0,64;21,15;0,24;0;0;1,22;5,52;1,95;11,67;48,84
I27D;1;1,09;317,61;2,8;17,12;0,22;0;24,37;0;74,76;286,88;724,85
I27D;2;0,38;2,72;0;0,52;0;0;0,26;0;0,25;1,41;5,54
I27D;4;0;0;178,1;5,39;2,45;8,06;106,36;96,79;99,33;127,88;624,36
I27D;5;152,23;0;115,94;7,48;0,03;0;24,81;20,09;19,38;49,27;389,23
I27D;8;0,21;0;0,14;0,01;0;0;0,06;0;0,08;0,12;0,62
