ka_Pepp;ka_Verguetungsklasse;ka_Relgew
P002Z;1;1,9868
P003A;1;1,4107
P003B;1;1,5832
P003B;2;1,5832
P003B;3;1,5832
P003B;4;1,5832
P003B;5;1,5832
P003B;6;1,5832
P003B;7;1,5832
P003B;8;1,5832
P003B;9;1,5832
P003B;10;1,5656
P003B;11;1,533
P003B;12;1,5004
P003B;13;1,4677
P003B;14;1,4351
P003B;15;1,4024
P003B;16;1,3698
P003B;17;1,3372
P003B;18;1,3045
P003B;19;1,2719
P003C;1;1,346
P003C;2;1,346
P003C;3;1,346
P003C;4;1,346
P003C;5;1,346
P003C;6;1,3364
P003C;7;1,3217
P003C;8;1,3071
P003C;9;1,2924
P003C;10;1,2777
P003C;11;1,2631
P003C;12;1,2484
P003C;13;1,2338
P003C;14;1,2191
P003C;15;1,2045
P003C;16;1,1898
P003C;17;1,1752
P003C;18;1,1605
P003C;19;1,1458
PA01A;1;1,4308
PA01A;2;1,2935
PA01A;3;1,2618
PA01A;4;1,2305
PA01A;5;1,1991
PA01A;6;1,1678
PA01A;7;1,1364
PA01A;8;1,1051
PA01A;9;1,0737
PA01A;10;1,0424
PA01B;1;1,1713
PA01B;2;1,0884
PA01B;3;1,0849
PA01B;4;1,045
PA01B;5;1,005
PA02A;1;1,3625
PA02A;2;1,2934
PA02A;3;1,2485
PA02A;4;1,2338
PA02A;5;1,2232
PA02A;6;1,2126
PA02A;7;1,2019
PA02A;8;1,1913
PA02A;9;1,1807
PA02A;10;1,1701
PA02A;11;1,1594
PA02A;12;1,1488
PA02A;13;1,1382
PA02A;14;1,1276
PA02B;1;1,34
PA02B;2;1,2741
PA02B;3;1,2341
PA02B;4;1,2065
PA02B;5;1,1945
PA02B;6;1,1825
PA02B;7;1,1705
PA02B;8;1,1585
PA02B;9;1,1465
PA02B;10;1,1344
PA02B;11;1,1224
PA02B;12;1,1104
PA02B;13;1,0984
PA02B;14;1,0864
PA02B;15;1,0744
PA02B;16;1,0623
PA02B;17;1,0503
PA02B;18;1,0383
PA02C;1;1,3315
PA02C;2;1,2197
PA02C;3;1,1928
PA02C;4;1,1476
PA02C;5;1,1354
PA02C;6;1,1232
PA02C;7;1,1111
PA02C;8;1,0989
PA02C;9;1,0867
PA02C;10;1,0745
PA02C;11;1,0624
PA02C;12;1,0502
PA02C;13;1,038
PA02C;14;1,0258
PA02C;15;1,0137
PA02C;16;1,0015
PA02C;17;0,9893
PA02C;18;0,9771
PA02C;19;0,965
PA02D;1;1,3085
PA02D;2;1,1931
PA02D;3;1,153
PA02D;4;1,0934
PA02D;5;1,0505
PA02D;6;1,0357
PA02D;7;1,0301
PA02D;8;1,0245
PA02D;9;1,0189
PA02D;10;1,0133
PA02D;11;1,0077
PA02D;12;1,0021
PA02D;13;0,9966
PA02D;14;0,991
PA02D;15;0,9854
PA02D;16;0,9798
PA02D;17;0,9742
PA02D;18;0,9686
PA02D;19;0,963
PA02D;20;0,9574
PA02D;21;0,9518
PA02D;22;0,9462
PA02D;23;0,9406
PA03A;1;1,1751
PA03A;2;1,1486
PA03A;3;1,1412
PA03A;4;1,1334
PA03A;5;1,1256
PA03A;6;1,1177
PA03A;7;1,1099
PA03A;8;1,1021
PA03A;9;1,0943
PA03A;10;1,0865
PA03A;11;1,0786
PA03A;12;1,0708
PA03A;13;1,063
PA03A;14;1,0552
PA03A;15;1,0474
PA03A;16;1,0395
PA03A;17;1,0317
PA03A;18;1,0239
PA03A;19;1,0161
PA03B;1;1,1631
PA03B;2;1,0877
PA03B;3;1,0351
PA03B;4;1,0194
PA03B;5;1,0115
PA03B;6;1,0042
PA03B;7;0,9969
PA03B;8;0,9896
PA03B;9;0,9822
PA03B;10;0,9749
PA03B;11;0,9676
PA03B;12;0,9603
PA03B;13;0,953
PA03B;14;0,9457
PA03B;15;0,9383
PA03B;16;0,931
PA03B;17;0,9237
PA04A;1;1,3163
PA04A;2;1,165
PA04A;3;1,1602
PA04A;4;1,1521
PA04A;5;1,144
PA04A;6;1,1359
PA04A;7;1,1278
PA04A;8;1,1197
PA04A;9;1,1116
PA04A;10;1,1034
PA04A;11;1,0953
PA04A;12;1,0872
PA04A;13;1,0791
PA04A;14;1,071
PA04A;15;1,0629
PA04A;16;1,0548
PA04B;1;1,2105
PA04B;2;1,1114
PA04B;3;1,1045
PA04B;4;1,0964
PA04B;5;1,0878
PA04B;6;1,0791
PA04B;7;1,0704
PA04B;8;1,0618
PA04B;9;1,0531
PA04B;10;1,0444
PA04B;11;1,0358
PA04B;12;1,0271
PA04B;13;1,0185
PA04B;14;1,0098
PA04B;15;1,0011
PA04B;16;0,9925
PA04B;17;0,9838
PA04B;18;0,9751
PA04C;1;1,1909
PA04C;2;1,0734
PA04C;3;1,0233
PA04C;4;1,0145
PA04C;5;1,0061
PA04C;6;0,9977
PA04C;7;0,9892
PA04C;8;0,9808
PA04C;9;0,9724
PA04C;10;0,9639
PA04C;11;0,9555
PA04C;12;0,9471
PA04C;13;0,9386
PA04C;14;0,9302
PA04C;15;0,9218
PA04C;16;0,9133
PA04C;17;0,9049
PA04C;18;0,8965
PA04C;19;0,888
PA04C;20;0,8796
PA14A;1;1,3528
PA14A;2;1,1871
PA14A;3;1,154
PA14A;4;1,1436
PA14A;5;1,1341
PA14A;6;1,1246
PA14A;7;1,1151
PA14A;8;1,1056
PA14A;9;1,0961
PA14A;10;1,0866
PA14A;11;1,0771
PA14A;12;1,0676
PA14A;13;1,0581
PA14A;14;1,0486
PA14A;15;1,0391
PA14B;1;1,2048
PA14B;2;1,0992
PA14B;3;1,0672
PA14B;4;1,0557
PA14B;5;1,0447
PA14B;6;1,0337
PA14B;7;1,0227
PA14B;8;1,0117
PA14B;9;1,0006
PA14B;10;0,9896
PA14B;11;0,9786
PA14B;12;0,9676
PA14B;13;0,9566
PA14B;14;0,9455
PA14B;15;0,9345
PA15A;1;1,4857
PA15A;2;1,4327
PA15A;3;1,3547
PA15A;4;1,3472
PA15A;5;1,3373
PA15A;6;1,3275
PA15A;7;1,3176
PA15A;8;1,3077
PA15A;9;1,2978
PA15A;10;1,288
PA15A;11;1,2781
PA15A;12;1,2682
PA15A;13;1,2584
PA15A;14;1,2485
PA15A;15;1,2386
PA15A;16;1,2287
PA15A;17;1,2189
PA15A;18;1,209
PA15A;19;1,1991
PA15A;20;1,1893
PA15B;1;1,4501
PA15B;2;1,3647
PA15B;3;1,3442
PA15B;4;1,3273
PA15B;5;1,3142
PA15B;6;1,3012
PA15B;7;1,2881
PA15B;8;1,2751
PA15B;9;1,262
PA15B;10;1,249
PA15B;11;1,236
PA15B;12;1,2229
PA15B;13;1,2099
PA15B;14;1,1968
PA15B;15;1,1838
PA15B;16;1,1707
PA15B;17;1,1577
PA15B;18;1,1446
PA15B;19;1,1316
PA15C;1;1,262
PA15C;2;1,2459
PA15C;3;1,2322
PA15C;4;1,2184
PA15C;5;1,2047
PA15C;6;1,191
PA15C;7;1,1772
PA15C;8;1,1635
PA15C;9;1,1498
PA15C;10;1,1361
PA15C;11;1,1223
PA15C;12;1,1086
PA15C;13;1,0949
PA15C;14;1,0811
PA15C;15;1,0674
PA15C;16;1,0537
PK01Z;1;1,9494
PK01Z;2;1,9245
PK01Z;3;1,8958
PK01Z;4;1,8671
PK01Z;5;1,8383
PK01Z;6;1,8096
PK01Z;7;1,7808
PK01Z;8;1,7521
PK01Z;9;1,7234
PK01Z;10;1,6946
PK01Z;11;1,6659
PK02Z;1;1,9314
PK02Z;2;1,9106
PK02Z;3;1,8954
PK02Z;4;1,8802
PK02Z;5;1,8651
PK02Z;6;1,8499
PK02Z;7;1,8347
PK02Z;8;1,8195
PK02Z;9;1,8043
PK02Z;10;1,7891
PK02Z;11;1,7739
PK03Z;1;2,0465
PK03Z;2;2,0216
PK03Z;3;1,9931
PK03Z;4;1,9646
PK03Z;5;1,9361
PK03Z;6;1,9076
PK03Z;7;1,8791
PK03Z;8;1,8506
PK03Z;9;1,8221
PK03Z;10;1,7935
PK03Z;11;1,765
PK03Z;12;1,7365
PK03Z;13;1,708
PK03Z;14;1,6795
PK03Z;15;1,651
PK03Z;16;1,6225
PK03Z;17;1,594
PK04A;1;2,1071
PK04A;2;1,8265
PK04A;3;1,8096
PK04A;4;1,7913
PK04A;5;1,773
PK04A;6;1,7547
PK04A;7;1,7363
PK04A;8;1,718
PK04A;9;1,6997
PK04A;10;1,6813
PK04A;11;1,663
PK04A;12;1,6447
PK04A;13;1,6263
PK04B;1;1,9918
PK04B;2;1,727
PK04B;3;1,7141
PK04B;4;1,7009
PK04B;5;1,6877
PK04B;6;1,6745
PK04B;7;1,6612
PK04B;8;1,648
PK04B;9;1,6348
PK04B;10;1,6216
PK04B;11;1,6083
PK04B;12;1,5951
PK04B;13;1,5819
PK04B;14;1,5687
PK04B;15;1,5554
PK04B;16;1,5422
PK04B;17;1,529
PK04B;18;1,5158
PK04B;19;1,5025
PK04B;20;1,4893
PK04B;21;1,4761
PK04B;22;1,4629
PK10Z;1;1,5839
PK14A;1;1,9691
PK14A;2;1,9481
PK14A;3;1,9261
PK14A;4;1,9041
PK14A;5;1,8821
PK14A;6;1,8601
PK14A;7;1,8381
PK14A;8;1,8161
PK14A;9;1,7941
PK14A;10;1,7721
PK14A;11;1,7501
PK14A;12;1,7281
PK14A;13;1,7061
PK14B;1;1,781
PK14B;2;1,7702
PK14B;3;1,7595
PK14B;4;1,7489
PK14B;5;1,7382
PK14B;6;1,7275
PK14B;7;1,7169
PK14B;8;1,7062
PK14B;9;1,6955
PK14B;10;1,6848
PK14B;11;1,6742
PK14B;12;1,6635
PK14B;13;1,6528
PK14B;14;1,6422
PK14B;15;1,6315
PK14B;16;1,6208
PK14B;17;1,6101
PK14B;18;1,5995
PK14B;19;1,5888
PK14B;20;1,5781
PK14B;21;1,5675
PK14C;1;1,7866
PK14C;2;1,7408
PK14C;3;1,7359
PK14C;4;1,7233
PK14C;5;1,7107
PK14C;6;1,6981
PK14C;7;1,6855
PK14C;8;1,6729
PK14C;9;1,6603
PK14C;10;1,6477
PK14C;11;1,635
PK14C;12;1,6224
PK14C;13;1,6098
PK14C;14;1,5972
PK14C;15;1,5846
PK14C;16;1,572
PK14C;17;1,5594
PK14C;18;1,5467
PK14C;19;1,5341
PK14C;20;1,5215
PK14C;21;1,5089
PK14C;22;1,4963
PK14C;23;1,4837
PP04A;1;1,0211
PP04A;2;1,0211
PP04A;3;1,001
PP04A;4;0,9808
PP04A;5;0,9607
PP04A;6;0,9405
PP04A;7;0,9204
PP04A;8;0,9002
PP04B;1;0,9681
PP04B;2;0,9311
PP04B;3;0,9171
PP04B;4;0,9032
PP04B;5;0,8893
PP04B;6;0,8754
PP04B;7;0,8614
PP04B;8;0,8475
PP04B;9;0,8336
PP04B;10;0,8196
PP10A;1;1,0403
PP10B;1;0,9244
PP14Z;1;0,9569
TA02Z;1;0,8246
TA15Z;1;0,9198
TA19Z;1;0,8275
TA20Z;1;0,7454
TK04Z;1;1,2116
TK14Z;1;1,2726
