ko_Pepp;ko_BereichNr;ko_KArt1;ko_KArt2;ko_KArt3a;ko_KArt3b;ko_KArt3c;ko_KArt3;ko_KArt4a;ko_KArt4b;ko_KArt5;ko_KArt6a;ko_KArt6b;ko_KArt6c;ko_KArt7;ko_KArt8
P002Z;21;21,74;77,02;10,13;4,02;3,12;2,14;0,49;0,05;0,00;1,03;0,04;0,07;9,14;38,50
P002Z;22;31,10;108,93;14,48;6,03;4,97;0,86;0,68;0,02;0,00;1,32;0,00;0,17;11,75;51,93
P002Z;23;12,85;116,32;8,05;1,79;0,46;0,00;0,05;0,00;0,00;0,18;0,00;0,01;0,00;0,00
P002Z;24;0,00;0,02;0,00;0,00;0,84;0,00;0,00;0,00;0,00;0,03;0,00;0,04;0,03;0,33
P002Z;25;0,00;1,03;0,00;0,31;7,42;0,50;0,00;0,00;0,00;0,25;0,00;0,00;0,33;3,25
P002Z;26;0,00;0,01;0,00;0,00;0,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
P002Z;8;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
P002Z;9;0,09;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00;0,01;0,00;0,24;0,04;0,06
P002Z;10;0,05;0,00;0,00;0,00;0,00;0,36;0,00;0,00;0,00;0,37;0,00;0,62;0,04;0,16
P002Z;11;0,24;0,00;0,00;0,00;0,00;0,36;0,00;0,00;0,00;0,02;0,00;0,35;0,05;0,11
P002Z;12;0,00;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
P002Z;13;0,05;0,02;0,00;0,00;0,00;0,04;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,03
P003A;21;11,83;35,25;1,66;1,27;1,23;0,52;0,70;0,24;0,00;0,62;0,03;0,23;3,97;20,81
P003A;22;32,30;107,86;3,62;4,09;3,11;1,68;1,96;0,10;0,00;1,89;0,11;0,65;11,46;54,96
P003A;23;10,11;58,20;1,46;1,30;0,50;0,00;1,12;0,01;0,00;1,27;0,00;0,00;0,00;0,00
P003A;24;0,00;0,00;0,00;0,00;0,53;0,00;0,00;0,00;0,00;0,01;0,00;0,01;0,02;0,19
P003A;25;0,00;0,10;0,01;0,00;2,11;0,00;0,01;0,00;0,00;0,11;0,00;0,02;0,08;0,93
P003A;26;0,00;0,00;0,00;0,27;0,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,02;0,12
P003A;4;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
P003A;5;0,12;0,00;0,00;0,00;0,00;0,14;0,02;0,00;0,00;0,04;0,00;0,00;0,02;0,06
P003A;8;0,03;0,00;0,00;0,00;0,00;0,03;0,00;0,00;0,00;0,02;0,01;0,30;0,02;0,02
P003A;9;0,28;0,00;0,00;0,00;0,00;0,30;0,01;0,00;0,00;0,03;0,01;0,42;0,13;0,23
P003A;10;0,07;0,00;0,00;0,00;0,00;0,60;0,01;0,03;0,00;0,66;0,00;1,12;0,06;0,25
P003A;11;0,52;0,07;0,00;0,00;0,00;0,35;0,00;0,00;0,00;0,03;0,03;0,21;0,06;0,18
P003A;12;0,01;0,00;0,00;0,00;0,00;0,07;0,00;0,00;0,00;0,00;0,00;0,47;0,00;0,02
P003A;13;0,37;0,45;0,00;0,00;0,00;0,16;0,00;0,00;0,00;0,03;0,00;0,00;0,04;0,20
P003B;21;11,97;34,65;1,71;1,71;1,43;0,33;0,74;0,18;0,00;0,74;0,03;0,10;4,44;21,58
P003B;22;29,93;97,83;3,90;3,64;3,12;1,26;1,82;0,14;0,00;2,17;0,14;0,61;11,54;50,59
P003B;23;7,93;51,92;1,52;0,98;0,56;0,00;0,81;0,00;0,00;1,37;0,00;0,02;0,02;0,29
P003B;24;0,00;0,00;0,04;0,01;0,68;0,00;0,00;0,00;0,00;0,01;0,00;0,06;0,03;0,26
P003B;25;0,01;0,14;0,00;0,02;2,44;0,01;0,01;0,00;0,00;0,08;0,00;0,12;0,11;0,95
P003B;26;0,00;0,01;0,00;0,08;0,03;0,06;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,04
P003B;4;0,04;0,00;0,00;0,00;0,00;0,03;0,00;0,00;0,00;0,01;0,00;0,00;0,02;0,03
P003B;5;0,12;0,00;0,00;0,00;0,00;0,10;0,01;0,00;0,00;0,03;0,00;0,00;0,01;0,04
P003B;8;0,16;0,00;0,00;0,00;0,00;0,09;0,01;0,00;0,00;0,06;0,00;0,00;0,06;0,06
P003B;9;0,46;0,00;0,00;0,00;0,00;0,48;0,01;0,00;0,00;0,06;0,01;0,55;0,22;0,35
P003B;10;0,08;0,00;0,00;0,00;0,00;0,73;0,01;0,01;0,00;0,83;0,00;1,11;0,08;0,37
P003B;11;0,67;0,07;0,00;0,00;0,00;0,45;0,01;0,00;0,00;0,04;0,01;0,16;0,08;0,24
P003B;12;0,02;0,00;0,00;0,00;0,00;0,09;0,00;0,00;0,00;0,00;0,00;0,05;0,00;0,03
P003B;13;0,35;0,39;0,00;0,00;0,00;0,21;0,01;0,00;0,00;0,04;0,00;0,00;0,06;0,23
P003C;21;11,95;35,25;1,86;1,75;1,65;0,34;0,74;0,35;0,00;0,72;0,05;0,25;5,47;25,14
P003C;22;25,34;80,77;2,93;3,53;3,24;1,07;1,56;0,45;0,00;1,72;0,08;0,36;10,16;45,90
P003C;23;6,63;31,30;1,79;0,92;0,14;0,00;0,38;0,02;0,00;0,82;0,00;0,01;0,00;0,00
P003C;24;0,00;0,01;0,00;0,00;0,73;0,00;0,00;0,00;0,00;0,00;0,00;0,03;0,02;0,25
P003C;25;0,00;0,10;0,01;0,00;2,89;0,00;0,01;0,00;0,00;0,12;0,00;0,14;0,12;1,01
P003C;26;0,00;0,00;0,00;0,06;0,03;0,08;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,04
P003C;4;0,03;0,00;0,00;0,00;0,00;0,03;0,00;0,01;0,00;0,02;0,03;0,00;0,02;0,03
P003C;5;0,07;0,00;0,00;0,00;0,00;0,05;0,01;0,00;0,00;0,02;0,00;0,00;0,01;0,03
P003C;8;0,06;0,00;0,00;0,00;0,00;0,07;0,01;0,00;0,00;0,05;0,00;0,12;0,06;0,05
P003C;9;0,28;0,00;0,00;0,00;0,00;0,40;0,00;0,00;0,00;0,04;0,02;0,73;0,14;0,22
P003C;10;0,04;0,00;0,00;0,00;0,00;0,55;0,01;0,00;0,00;0,73;0,00;1,20;0,06;0,25
P003C;11;0,57;0,04;0,00;0,00;0,00;0,38;0,00;0,00;0,00;0,04;0,00;0,20;0,07;0,19
P003C;12;0,00;0,01;0,00;0,00;0,00;0,04;0,00;0,00;0,00;0,00;0,00;0,12;0,00;0,02
P003C;13;0,40;0,77;0,00;0,00;0,00;0,25;0,01;0,00;0,00;0,06;0,00;0,00;0,07;0,32
PA01A;21;11,70;45,61;1,74;2,03;1,89;0,98;0,71;0,10;0,00;0,66;0,07;0,10;5,59;29,20
PA01A;22;19,87;82,63;3,17;4,86;3,20;0,66;1,37;0,17;0,00;1,48;0,14;0,23;8,19;46,62
PA01A;23;3,99;25,79;1,43;0,83;0,76;0,00;0,24;0,00;0,00;0,19;0,00;0,00;0,00;0,01
PA01A;24;0,00;0,00;0,00;0,00;0,56;0,00;0,00;0,00;0,00;0,00;0,00;0,03;0,02;0,21
PA01A;25;0,01;0,13;0,01;0,31;3,58;0,34;0,01;0,00;0,00;0,23;0,00;0,02;0,20;1,69
PA01A;26;0,01;0,00;0,01;0,02;0,01;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
PA01A;4;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,01;0,01;0,01;0,00;0,01;0,01
PA01A;5;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PA01A;8;0,05;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,02;0,00;0,02
PA01A;9;0,11;0,00;0,00;0,00;0,00;0,18;0,00;0,00;0,00;0,02;0,00;0,53;0,06;0,11
PA01A;10;0,04;0,00;0,00;0,00;0,00;0,50;0,01;0,00;0,00;0,59;0,02;1,06;0,08;0,29
PA01A;11;0,40;0,05;0,00;0,00;0,00;0,51;0,00;0,00;0,00;0,05;0,00;0,07;0,07;0,25
PA01A;12;0,00;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
PA01A;13;0,39;0,71;0,00;0,00;0,00;0,21;0,01;0,00;0,00;0,02;0,00;0,00;0,07;0,33
PA01B;21;19,86;65,94;3,67;3,42;2,90;1,29;1,16;0,21;0,00;0,92;0,16;0,17;9,26;46,77
PA01B;22;10,30;39,23;1,88;2,37;1,72;0,40;0,67;0,08;0,00;0,70;0,07;0,15;4,76;25,71
PA01B;23;3,89;14,79;2,88;0,94;1,33;0,00;0,20;0,00;0,00;0,16;0,00;0,00;0,00;0,06
PA01B;24;0,01;0,01;0,00;0,00;0,68;0,00;0,00;0,00;0,00;0,00;0,03;0,05;0,06;0,24
PA01B;25;0,02;0,27;0,01;0,10;4,90;0,32;0,01;0,00;0,00;0,23;0,00;0,04;0,29;2,12
PA01B;26;0,02;0,01;0,02;0,04;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,02
PA01B;8;0,08;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,04
PA01B;9;0,14;0,00;0,00;0,00;0,00;0,19;0,00;0,00;0,00;0,04;0,00;0,65;0,06;0,11
PA01B;10;0,04;0,00;0,00;0,00;0,00;0,47;0,01;0,00;0,00;0,56;0,03;0,98;0,07;0,33
PA01B;11;0,37;0,04;0,00;0,00;0,00;0,48;0,00;0,00;0,00;0,04;0,01;0,11;0,06;0,23
PA01B;12;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PA01B;13;0,53;0,73;0,00;0,00;0,00;0,31;0,01;0,00;0,00;0,03;0,00;0,00;0,08;0,37
PA02A;21;20,32;70,47;3,72;4,85;2,14;1,81;1,47;0,28;0,00;1,50;0,12;0,15;9,80;48,45
PA02A;22;12,08;41,21;1,96;2,37;1,20;0,45;0,90;0,37;0,00;0,77;0,03;0,16;5,67;26,46
PA02A;23;3,72;9,09;1,64;1,33;0,44;0,00;0,07;0,09;0,00;0,06;0,00;0,00;0,00;0,00
PA02A;24;0,00;0,00;0,02;0,00;0,47;0,00;0,00;0,00;0,00;0,01;0,00;0,01;0,02;0,19
PA02A;25;0,06;0,46;0,04;0,03;3,17;0,07;0,00;0,00;0,00;0,08;0,00;0,07;0,16;1,37
PA02A;26;0,00;0,02;0,00;0,03;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,02
PA02A;4;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,01
PA02A;5;0,02;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PA02A;8;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
PA02A;9;0,11;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00;0,03;0,00;0,20;0,05;0,10
PA02A;10;0,21;0,00;0,00;0,00;0,00;1,68;0,05;0,00;0,00;1,87;0,02;3,69;0,18;0,84
PA02A;11;0,45;0,21;0,00;0,00;0,00;0,52;0,00;0,00;0,00;0,06;0,01;0,20;0,12;0,29
PA02A;12;0,01;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,01
PA02A;13;0,75;1,01;0,00;0,00;0,00;0,36;0,01;0,00;0,00;0,04;0,00;0,00;0,10;0,50
PA02B;21;20,19;64,35;3,59;4,50;2,25;1,71;1,18;0,23;0,00;1,49;0,08;0,19;10,20;46,81
PA02B;22;11,52;37,66;1,87;2,00;1,19;0,46;0,71;0,25;0,00;0,68;0,03;0,41;5,50;23,15
PA02B;23;4,18;8,10;1,56;1,34;0,43;0,00;0,07;0,04;0,00;0,10;0,00;0,01;0,00;0,00
PA02B;24;0,00;0,01;0,01;0,00;0,54;0,00;0,00;0,00;0,00;0,01;0,00;0,04;0,03;0,25
PA02B;25;0,04;0,41;0,03;0,03;2,65;0,06;0,00;0,00;0,00;0,10;0,00;0,09;0,15;1,16
PA02B;26;0,01;0,02;0,00;0,03;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,02;0,01;0,01
PA02B;8;0,03;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,00;0,01;0,01;0,00;0,01;0,02
PA02B;9;0,18;0,00;0,00;0,00;0,00;0,22;0,00;0,00;0,00;0,04;0,02;0,28;0,08;0,13
PA02B;10;0,22;0,00;0,00;0,00;0,00;1,42;0,02;0,00;0,00;1,54;0,05;2,59;0,18;0,66
PA02B;11;0,40;0,12;0,00;0,00;0,00;0,51;0,00;0,00;0,00;0,05;0,01;0,14;0,09;0,28
PA02B;12;0,01;0,00;0,00;0,00;0,00;0,06;0,00;0,00;0,00;0,00;0,00;0,02;0,00;0,02
PA02B;13;0,70;0,82;0,01;0,00;0,00;0,43;0,01;0,00;0,00;0,05;0,00;0,00;0,09;0,49
PA02C;21;22,81;65,63;4,07;4,57;2,46;1,73;1,14;0,12;0,00;1,24;0,05;0,18;11,45;49,65
PA02C;22;8,31;25,45;1,25;1,32;0,87;0,31;0,44;0,01;0,00;0,48;0,00;0,26;4,13;16,16
PA02C;23;4,41;8,76;1,75;1,55;0,33;0,00;0,07;0,00;0,00;0,12;0,00;0,01;0,00;0,01
PA02C;24;0,00;0,02;0,00;0,00;0,69;0,00;0,00;0,00;0,00;0,01;0,01;0,04;0,03;0,33
PA02C;25;0,02;0,36;0,02;0,07;3,12;0,13;0,01;0,00;0,00;0,13;0,00;0,13;0,16;1,37
PA02C;26;0,01;0,03;0,00;0,02;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,02
PA02C;4;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
PA02C;5;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PA02C;7;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PA02C;8;0,02;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,01
PA02C;9;0,26;0,00;0,00;0,00;0,00;0,29;0,01;0,00;0,00;0,05;0,00;0,43;0,10;0,18
PA02C;10;0,18;0,00;0,00;0,00;0,00;1,02;0,02;0,00;0,00;1,01;0,03;1,60;0,14;0,42
PA02C;11;0,47;0,13;0,00;0,00;0,00;0,55;0,00;0,00;0,00;0,05;0,00;0,15;0,10;0,28
PA02C;12;0,01;0,00;0,00;0,00;0,00;0,06;0,00;0,00;0,00;0,00;0,00;0,03;0,00;0,02
PA02C;13;0,63;0,83;0,00;0,00;0,00;0,34;0,01;0,00;0,00;0,05;0,00;0,00;0,08;0,42
PA02D;21;21,98;62,92;3,44;4,04;2,42;1,14;1,14;0,06;0,00;1,13;0,04;0,18;10,98;46,50
PA02D;22;10,84;32,05;1,50;1,68;1,14;0,38;0,60;0,02;0,00;0,59;0,01;0,29;4,98;19,70
PA02D;23;4,97;7,55;1,43;1,13;0,24;0,00;0,05;0,02;0,00;0,06;0,00;0,00;0,00;0,01
PA02D;24;0,00;0,01;0,00;0,00;0,39;0,00;0,00;0,00;0,00;0,01;0,00;0,01;0,04;0,17
PA02D;25;0,03;0,22;0,02;0,03;2,35;0,09;0,00;0,00;0,00;0,08;0,00;0,08;0,15;0,98
PA02D;26;0,01;0,02;0,00;0,02;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,02;0,01;0,01
PA02D;8;0,03;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,00;0,01;0,00;0,00;0,01;0,01
PA02D;9;0,25;0,00;0,00;0,00;0,00;0,26;0,00;0,00;0,00;0,05;0,00;0,41;0,10;0,17
PA02D;10;0,15;0,00;0,00;0,00;0,00;1,13;0,02;0,00;0,00;1,18;0,14;1,80;0,17;0,47
PA02D;11;0,59;0,26;0,00;0,00;0,00;0,66;0,00;0,00;0,00;0,06;0,00;0,14;0,15;0,40
PA02D;12;0,01;0,00;0,00;0,00;0,00;0,03;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,01
PA02D;13;1,24;1,44;0,00;0,00;0,00;0,67;0,02;0,00;0,00;0,09;0,00;0,00;0,14;0,74
PA03A;21;18,44;58,32;2,81;2,70;2,43;1,19;1,22;0,34;0,00;1,21;0,03;0,18;8,95;39,87
PA03A;22;14,95;50,65;1,96;2,18;1,94;0,62;0,98;0,21;0,00;1,12;0,04;0,16;6,96;30,01
PA03A;23;3,32;11,27;0,98;0,75;0,18;0,00;0,09;0,01;0,00;0,12;0,00;0,01;0,00;0,05
PA03A;24;0,00;0,00;0,00;0,00;0,83;0,00;0,00;0,00;0,00;0,01;0,00;0,04;0,04;0,33
PA03A;25;0,01;0,24;0,02;0,11;3,46;0,17;0,01;0,00;0,00;0,13;0,00;0,21;0,18;1,38
PA03A;26;0,02;0,01;0,00;0,03;0,02;0,03;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,02
PA03A;4;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,01;0,00;0,00;0,01;0,01
PA03A;5;0,02;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PA03A;8;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,01;0,00;0,00;0,01;0,01
PA03A;9;0,28;0,00;0,00;0,00;0,00;0,33;0,01;0,00;0,00;0,06;0,01;0,53;0,13;0,21
PA03A;10;0,08;0,00;0,00;0,00;0,00;0,51;0,01;0,00;0,00;0,53;0,01;1,12;0,07;0,22
PA03A;11;0,41;0,06;0,00;0,00;0,00;0,46;0,00;0,00;0,00;0,05;0,00;0,12;0,10;0,23
PA03A;12;0,01;0,00;0,00;0,00;0,00;0,07;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,02
PA03A;13;0,40;0,47;0,00;0,00;0,00;0,22;0,01;0,00;0,00;0,03;0,00;0,00;0,06;0,26
PA03B;21;21,77;64,53;3,59;3,36;2,70;1,20;1,37;0,38;0,00;1,16;0,02;0,15;10,42;47,41
PA03B;22;9,68;31,74;1,43;1,49;1,29;0,41;0,62;0,12;0,00;0,56;0,02;0,10;4,57;19,56
PA03B;23;2,97;7,06;1,24;0,77;0,20;0,00;0,07;0,03;0,00;0,08;0,00;0,00;0,00;0,02
PA03B;24;0,00;0,00;0,00;0,00;0,57;0,00;0,00;0,00;0,00;0,01;0,00;0,02;0,03;0,24
PA03B;25;0,02;0,24;0,02;0,04;3,70;0,17;0,01;0,00;0,00;0,13;0,00;0,18;0,20;1,45
PA03B;26;0,02;0,01;0,00;0,03;0,01;0,02;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,02
PA03B;4;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PA03B;5;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PA03B;8;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
PA03B;9;0,18;0,00;0,00;0,00;0,00;0,21;0,00;0,00;0,00;0,03;0,00;0,47;0,08;0,13
PA03B;10;0,09;0,00;0,00;0,00;0,00;0,52;0,01;0,00;0,00;0,54;0,01;1,13;0,07;0,24
PA03B;11;0,30;0,07;0,00;0,00;0,00;0,39;0,00;0,00;0,00;0,04;0,00;0,08;0,08;0,19
PA03B;12;0,01;0,00;0,00;0,00;0,00;0,03;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,01
PA03B;13;0,43;0,52;0,00;0,00;0,00;0,26;0,01;0,00;0,00;0,04;0,00;0,00;0,06;0,29
PA04A;21;22,95;67,42;3,90;3,01;3,50;1,59;1,47;0,27;0,00;1,42;0,04;0,32;10,88;50,07
PA04A;22;9,17;29,94;1,19;1,23;1,23;0,39;0,59;0,08;0,00;0,73;0,01;0,17;4,36;18,11
PA04A;23;5,92;10,88;3,24;0,73;0,23;0,00;0,09;0,01;0,00;0,13;0,00;0,01;0,00;0,01
PA04A;24;0,00;0,02;0,02;0,00;2,27;0,00;0,00;0,00;0,00;0,03;0,00;0,09;0,10;0,99
PA04A;25;0,04;0,22;0,04;0,12;4,45;0,12;0,01;0,00;0,00;0,17;0,00;0,49;0,21;2,03
PA04A;26;0,04;0,04;0,01;0,02;0,06;0,05;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,07
PA04A;4;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,01;0,00;0,00;0,01;0,01
PA04A;5;0,02;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
PA04A;8;0,03;0,00;0,00;0,00;0,00;0,03;0,00;0,00;0,00;0,01;0,00;0,00;0,02;0,02
PA04A;9;0,42;0,00;0,00;0,00;0,00;0,50;0,01;0,00;0,00;0,09;0,02;0,69;0,20;0,31
PA04A;10;0,09;0,00;0,00;0,00;0,00;0,62;0,01;0,00;0,00;0,61;0,01;1,37;0,09;0,29
PA04A;11;0,55;0,10;0,00;0,00;0,00;0,64;0,01;0,00;0,00;0,06;0,00;0,20;0,14;0,35
PA04A;12;0,03;0,01;0,00;0,00;0,00;0,13;0,00;0,00;0,00;0,00;0,00;0,04;0,00;0,04
PA04A;13;0,38;0,35;0,00;0,00;0,00;0,20;0,01;0,00;0,00;0,04;0,00;0,00;0,06;0,23
PA04B;21;25,25;75,16;4,66;3,49;3,51;1,73;1,57;0,28;0,00;1,46;0,04;0,28;11,89;55,37
PA04B;22;4,98;15,66;0,72;0,66;0,67;0,20;0,32;0,04;0,00;0,35;0,01;0,07;2,32;10,02
PA04B;23;3,94;7,38;2,56;0,62;0,26;0,00;0,07;0,01;0,00;0,10;0,00;0,02;0,00;0,01
PA04B;24;0,01;0,03;0,00;0,00;1,63;0,00;0,00;0,00;0,00;0,02;0,00;0,08;0,07;0,71
PA04B;25;0,05;0,25;0,07;0,08;4,55;0,13;0,01;0,00;0,00;0,20;0,00;0,38;0,26;1,84
PA04B;26;0,06;0,06;0,00;0,02;0,03;0,04;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,06
PA04B;5;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PA04B;7;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PA04B;8;0,03;0,00;0,00;0,00;0,00;0,03;0,00;0,00;0,00;0,01;0,00;0,00;0,02;0,02
PA04B;9;0,31;0,00;0,00;0,00;0,00;0,36;0,01;0,00;0,00;0,06;0,01;0,68;0,14;0,22
PA04B;10;0,08;0,00;0,00;0,00;0,00;0,51;0,01;0,00;0,00;0,49;0,01;1,06;0,06;0,23
PA04B;11;0,49;0,10;0,00;0,00;0,00;0,57;0,00;0,00;0,00;0,06;0,01;0,11;0,12;0,30
PA04B;12;0,02;0,00;0,00;0,00;0,00;0,09;0,00;0,00;0,00;0,00;0,00;0,02;0,00;0,03
PA04B;13;0,34;0,37;0,00;0,00;0,00;0,21;0,01;0,00;0,00;0,03;0,00;0,00;0,05;0,22
PA04C;21;25,54;71,66;5,74;3,77;3,89;1,57;1,32;0,08;0,00;1,20;0,02;0,21;11,95;57,19
PA04C;22;2,67;8,04;0,42;0,38;0,34;0,10;0,15;0,01;0,00;0,14;0,01;0,03;1,17;5,26
PA04C;23;4,01;6,26;3,78;0,72;0,31;0,00;0,05;0,00;0,00;0,08;0,00;0,01;0,00;0,01
PA04C;24;0,01;0,02;0,01;0,00;1,49;0,00;0,00;0,00;0,00;0,02;0,01;0,05;0,07;0,68
PA04C;25;0,05;0,24;0,05;0,04;5,19;0,11;0,01;0,00;0,00;0,24;0,00;0,26;0,29;2,20
